21:17:20 [INFO] Opening target process: csgo.exe
10:46:45 [INFO] Found signature: dwbSendPackets => 0xD81F2
10:46:46 [INFO] Found signature: dwppDirect3DDevice9 => 0xA5050
10:46:46 [INFO] Found signature: m_pStudioHdr => 0x2950
10:46:46 [INFO] Found signature: m_yawClassPtr => 0xDC0F38
10:46:46 [INFO] Found signature: m_pitchClassPtr => 0x520CB30
10:46:46 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
10:46:46 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
10:46:46 [INFO] Found signature: m_bDormant => 0xED
10:46:46 [INFO] Found signature: model_ambient_min => 0x58F054
10:46:46 [INFO] Found signature: set_abs_angles => 0x1E5990
10:46:46 [INFO] Found signature: set_abs_origin => 0x1E57D0
10:46:46 [INFO] Found signature: is_c4_owner => 0x3CA470
10:46:46 [INFO] Found signature: force_update_spectator_glow => 0x3BD3FA
10:46:46 [INFO] Found signature: anim_overlays => 0x2990
10:46:46 [INFO] Found signature: m_flSpawnTime => 0x103C0
10:46:46 [INFO] Found signature: find_hud_element => 0x2ECD55B0
10:46:46 [INFO] Finished signature scanning: 57/57 items successful
10:46:46 [INFO] Starting netvar scanning: 93 items
10:46:46 [INFO] Found netvar: m_ArmorValue => 0x117CC
10:46:46 [INFO] Found netvar: m_Collision => 0x320
10:46:46 [INFO] Found netvar: m_CollisionGroup => 0x474
10:46:46 [INFO] Found netvar: m_Local => 0x2FCC
10:46:46 [INFO] Found netvar: m_MoveType => 0x25B
10:46:46 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31D4
10:46:46 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31D0
10:46:46 [INFO] Found netvar: m_aimPunchAngle => 0x303C
10:46:46 [INFO] Found netvar: m_aimPunchAngleVel => 0x3048
10:46:46 [INFO] Found netvar: m_bGunGameImmunity => 0x9990
10:46:46 [INFO] Found netvar: m_bHasDefuser => 0x117DC
10:46:46 [INFO] Found netvar: m_bHasHelmet => 0x117C0
10:46:46 [INFO] Found netvar: m_bInReload => 0x3248
10:46:46 [INFO] Found netvar: m_bIsDefusing => 0x997C
10:46:46 [INFO] Found netvar: m_bIsScoped => 0x9974
10:46:46 [INFO] Found netvar: m_bSpotted => 0x93D
10:46:46 [INFO] Found netvar: m_bSpottedByMask => 0x980
10:46:46 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
10:46:46 [INFO] Found netvar: m_fAccuracyPenalty => 0x3340
10:46:46 [INFO] Found netvar: m_fFlags => 0x104
10:46:46 [INFO] Found netvar: m_hViewModel => 0x3308
10:46:46 [INFO] Found netvar: m_flFallbackWear => 0x31E0
10:46:46 [INFO] Found netvar: m_flFlashDuration => 0x10470
10:46:46 [INFO] Found netvar: m_flFlashMaxAlpha => 0x1046C
10:46:46 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3248
10:46:46 [INFO] Found netvar: m_hActiveWeapon => 0x2F08
10:46:46 [INFO] Found netvar: m_hMyWeapons => 0x2F08
10:46:46 [INFO] Found netvar: m_hObserverTarget => 0x339C
10:46:46 [INFO] Found netvar: m_hOwner => 0x29DC
10:46:46 [INFO] Found netvar: m_hOwnerEntity => 0x14C
10:46:46 [INFO] Found netvar: m_iAccountID => 0x2FD8
10:46:46 [INFO] Found netvar: m_iClip1 => 0x3274
10:46:46 [INFO] Found netvar: m_zoomLevel => 0x33E0
10:46:46 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
10:46:46 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
10:46:46 [INFO] Found netvar: m_iCrosshairId => 0x117DC
10:46:46 [INFO] Found netvar: m_iEntityQuality => 0x2FBC
10:46:46 [INFO] Found netvar: m_iFOVStart => 0x31F8
10:46:46 [INFO] Found netvar: m_iGlowIndex => 0x10470
10:46:46 [INFO] Found netvar: m_iHealth => 0x100
10:46:46 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FBA
10:46:46 [INFO] Found netvar: m_iItemIDHigh => 0x2FD0
10:46:46 [INFO] Found netvar: m_iObserverMode => 0x3388
10:46:46 [INFO] Found netvar: m_iShotsFired => 0x103E0
10:46:46 [INFO] Found netvar: m_iState => 0x3268
10:46:46 [INFO] Found netvar: m_iTeamNum => 0xF4
10:46:46 [INFO] Found netvar: m_lifeState => 0x25F
10:46:46 [INFO] Found netvar: m_nFallbackPaintKit => 0x31D8
10:46:46 [INFO] Found netvar: m_nFallbackSeed => 0x31DC
10:46:46 [INFO] Found netvar: m_nFallbackStatTrak => 0x31E4
10:46:46 [INFO] Found netvar: m_iDefaultFOV => 0x333C
10:46:46 [INFO] Found netvar: m_iFOV => 0x31F4
10:46:46 [INFO] Found netvar: m_nForceBone => 0x268C
10:46:46 [INFO] Found netvar: m_nTickBase => 0x3440
10:46:46 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
10:46:46 [INFO] Found netvar: m_szCustomName => 0x304C
10:46:46 [INFO] Found netvar: m_szLastPlaceName => 0x35C4
10:46:46 [INFO] Found netvar: m_vecOrigin => 0x138
10:46:46 [INFO] Found netvar: m_vecVelocity => 0x114
10:46:46 [INFO] Found netvar: m_vecViewOffset => 0x108
10:46:46 [INFO] Found netvar: m_viewPunchAngle => 0x3030
10:46:46 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31E4
10:46:46 [INFO] Found netvar: m_clrRender => 0x70
10:46:46 [INFO] Found netvar: m_bBombTicking => 0x2990
10:46:46 [INFO] Found netvar: m_bBombDefused => 0x29C0
10:46:46 [INFO] Found netvar: m_flC4Blow => 0x29A0
10:46:46 [INFO] Found netvar: m_hBombDefuser => 0x29C4
10:46:46 [INFO] Found netvar: m_flTimerLength => 0x29A4
10:46:46 [INFO] Found netvar: m_flDefuseLength => 0x29B8
10:46:46 [INFO] Found netvar: m_flDefuseCountDown => 0x29BC
10:46:46 [INFO] Found netvar: m_nBombSite => 0x2994
10:46:46 [INFO] Found netvar: cs_gamerules_data => 0x0
10:46:46 [INFO] Found netvar: m_SurvivalRules => 0xD00
10:46:46 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
10:46:46 [INFO] Found netvar: m_bIsValveDS => 0x7C
10:46:46 [INFO] Found netvar: m_bFreezePeriod => 0x20
10:46:46 [INFO] Found netvar: m_bBombPlanted => 0x9A5
10:46:46 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
10:46:46 [INFO] Found netvar: m_flSimulationTime => 0x268
10:46:46 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x9ADC
10:46:46 [INFO] Found netvar: m_angEyeAnglesX => 0x117D0
10:46:46 [INFO] Found netvar: m_angEyeAnglesY => 0x117D4
10:46:46 [INFO] Found netvar: m_flNextAttack => 0x2D80
10:46:46 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
10:46:46 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28C0
10:46:46 [INFO] Found netvar: m_bStartedArming => 0x3400
10:46:46 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
10:46:46 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
10:46:46 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
10:46:46 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
10:46:46 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
10:46:46 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
10:46:46 [INFO] Found netvar: m_nViewModelIndex => 0x29D0
10:46:46 [INFO] Finished netvar scanning: 93/93 items successful
10:58:35 [INFO] Opening target process: csgo.exe
10:58:35 [INFO] Starting signature scanning: 57 items
10:58:35 [INFO] Found signature: dwClientState => 0x58BFDC
10:58:35 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
10:58:35 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
10:58:35 [INFO] Found signature: dwClientState_Map => 0x28C
10:58:35 [INFO] Found signature: dwClientState_MapDirectory => 0x188
10:58:35 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
10:58:35 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
10:58:35 [INFO] Found signature: dwClientState_State => 0x108
10:58:35 [INFO] Found signature: dwClientState_ViewAngles => 0x4D90
10:58:35 [INFO] Found signature: clientstate_delta_ticks => 0x174
10:58:35 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
10:58:35 [INFO] Found signature: clientstate_choked_commands => 0x4D30
10:58:35 [INFO] Found signature: clientstate_net_channel => 0x9C
10:58:35 [INFO] Found signature: dwEntityList => 0x4DD7B1C
10:58:35 [INFO] Found signature: dwForceAttack => 0x3207FDC
10:58:35 [INFO] Found signature: dwForceAttack2 => 0x3207FE8
10:58:35 [INFO] Found signature: dwForceBackward => 0x3208024
10:58:35 [INFO] Found signature: dwForceForward => 0x3208018
10:58:35 [INFO] Found signature: dwForceJump => 0x5281A64
10:58:35 [INFO] Found signature: dwForceLeft => 0x3208030
10:58:35 [INFO] Found signature: dwForceRight => 0x320803C
10:58:35 [INFO] Found signature: dwGameDir => 0x62A900
10:58:35 [INFO] Found signature: dwGameRulesProxy => 0x52F528C
10:58:35 [INFO] Found signature: dwGetAllClasses => 0xDE5DAC
10:58:35 [INFO] Found signature: dwGlobalVars => 0x58BCE0
10:58:35 [INFO] Found signature: dwGlowObjectManager => 0x5320758
10:58:35 [INFO] Found signature: dwInput => 0x52290F0
10:58:35 [INFO] Found signature: dwInterfaceLinkList => 0x96BD44
10:58:35 [INFO] Found signature: dwLocalPlayer => 0xDBB5CC
10:58:35 [INFO] Found signature: dwMouseEnable => 0xDC12D8
10:58:35 [INFO] Found signature: dwMouseEnablePtr => 0xDC12A8
10:58:35 [INFO] Found signature: dwPlayerResource => 0x3206380
10:58:35 [INFO] Found signature: dwRadarBase => 0x520C894
10:58:35 [INFO] Found signature: dwSensitivity => 0xDC1174
10:58:35 [INFO] Found signature: dwSensitivityPtr => 0xDC1148
10:58:35 [INFO] Found signature: dwSetClanTag => 0x8A320
10:58:35 [INFO] Found signature: dwViewMatrix => 0x4DC9434
10:58:35 [INFO] Found signature: dwWeaponTable => 0x5229BB4
10:58:35 [INFO] Found signature: dwWeaponTableIndex => 0x326C
10:58:35 [INFO] Found signature: dwYawPtr => 0xDC0F38
10:58:35 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xDC7720
10:58:35 [INFO] Found signature: dwbSendPackets => 0xD81F2
10:58:35 [INFO] Found signature: dwppDirect3DDevice9 => 0xA5050
10:58:35 [INFO] Found signature: m_pStudioHdr => 0x2950
10:58:35 [INFO] Found signature: m_yawClassPtr => 0xDC0F38
10:58:35 [INFO] Found signature: m_pitchClassPtr => 0x520CB30
10:58:35 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
10:58:35 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
10:58:35 [INFO] Found signature: m_bDormant => 0xED
10:58:35 [INFO] Found signature: model_ambient_min => 0x58F054
10:58:35 [INFO] Found signature: set_abs_angles => 0x1E5990
10:58:35 [INFO] Found signature: set_abs_origin => 0x1E57D0
10:58:35 [INFO] Found signature: is_c4_owner => 0x3CA470
10:58:35 [INFO] Found signature: force_update_spectator_glow => 0x3BD3FA
10:58:35 [INFO] Found signature: anim_overlays => 0x2990
10:58:35 [INFO] Found signature: m_flSpawnTime => 0x103C0
10:58:35 [INFO] Found signature: find_hud_element => 0x2ECD55B0
10:58:35 [INFO] Finished signature scanning: 57/57 items successful
10:58:35 [INFO] Starting netvar scanning: 93 items
10:58:35 [INFO] Found netvar: m_ArmorValue => 0x117CC
10:58:35 [INFO] Found netvar: m_Collision => 0x320
10:58:35 [INFO] Found netvar: m_CollisionGroup => 0x474
10:58:35 [INFO] Found netvar: m_Local => 0x2FCC
10:58:35 [INFO] Found netvar: m_MoveType => 0x25B
10:58:35 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31D4
10:58:35 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31D0
10:58:35 [INFO] Found netvar: m_aimPunchAngle => 0x303C
10:58:35 [INFO] Found netvar: m_aimPunchAngleVel => 0x3048
10:58:35 [INFO] Found netvar: m_bGunGameImmunity => 0x9990
10:58:35 [INFO] Found netvar: m_bHasDefuser => 0x117DC
10:58:35 [INFO] Found netvar: m_bHasHelmet => 0x117C0
10:58:35 [INFO] Found netvar: m_bInReload => 0x3248
10:58:35 [INFO] Found netvar: m_bIsDefusing => 0x997C
10:58:35 [INFO] Found netvar: m_bIsScoped => 0x9974
10:58:35 [INFO] Found netvar: m_bSpotted => 0x93D
10:58:35 [INFO] Found netvar: m_bSpottedByMask => 0x980
10:58:35 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
10:58:35 [INFO] Found netvar: m_fAccuracyPenalty => 0x3340
10:58:35 [INFO] Found netvar: m_fFlags => 0x104
10:58:35 [INFO] Found netvar: m_hViewModel => 0x3308
10:58:35 [INFO] Found netvar: m_flFallbackWear => 0x31E0
10:58:35 [INFO] Found netvar: m_flFlashDuration => 0x10470
10:58:35 [INFO] Found netvar: m_flFlashMaxAlpha => 0x1046C
10:58:35 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3248
10:58:35 [INFO] Found netvar: m_hActiveWeapon => 0x2F08
10:58:35 [INFO] Found netvar: m_hMyWeapons => 0x2F08
10:58:35 [INFO] Found netvar: m_hObserverTarget => 0x339C
10:58:35 [INFO] Found netvar: m_hOwner => 0x29DC
10:58:35 [INFO] Found netvar: m_hOwnerEntity => 0x14C
10:58:35 [INFO] Found netvar: m_iAccountID => 0x2FD8
10:58:35 [INFO] Found netvar: m_iClip1 => 0x3274
10:58:35 [INFO] Found netvar: m_zoomLevel => 0x33E0
10:58:35 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
10:58:35 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
10:58:35 [INFO] Found netvar: m_iCrosshairId => 0x117DC
10:58:35 [INFO] Found netvar: m_iEntityQuality => 0x2FBC
10:58:35 [INFO] Found netvar: m_iFOVStart => 0x31F8
10:58:35 [INFO] Found netvar: m_iGlowIndex => 0x10470
10:58:35 [INFO] Found netvar: m_iHealth => 0x100
10:58:35 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FBA
10:58:35 [INFO] Found netvar: m_iItemIDHigh => 0x2FD0
10:58:35 [INFO] Found netvar: m_iObserverMode => 0x3388
10:58:35 [INFO] Found netvar: m_iShotsFired => 0x103E0
10:58:35 [INFO] Found netvar: m_iState => 0x3268
10:58:35 [INFO] Found netvar: m_iTeamNum => 0xF4
10:58:35 [INFO] Found netvar: m_lifeState => 0x25F
10:58:35 [INFO] Found netvar: m_nFallbackPaintKit => 0x31D8
10:58:35 [INFO] Found netvar: m_nFallbackSeed => 0x31DC
10:58:35 [INFO] Found netvar: m_nFallbackStatTrak => 0x31E4
10:58:35 [INFO] Found netvar: m_iDefaultFOV => 0x333C
10:58:35 [INFO] Found netvar: m_iFOV => 0x31F4
10:58:35 [INFO] Found netvar: m_nForceBone => 0x268C
10:58:35 [INFO] Found netvar: m_nTickBase => 0x3440
10:58:35 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
10:58:35 [INFO] Found netvar: m_szCustomName => 0x304C
10:58:35 [INFO] Found netvar: m_szLastPlaceName => 0x35C4
10:58:35 [INFO] Found netvar: m_vecOrigin => 0x138
10:58:35 [INFO] Found netvar: m_vecVelocity => 0x114
10:58:35 [INFO] Found netvar: m_vecViewOffset => 0x108
10:58:35 [INFO] Found netvar: m_viewPunchAngle => 0x3030
10:58:35 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31E4
10:58:35 [INFO] Found netvar: m_clrRender => 0x70
10:58:35 [INFO] Found netvar: m_bBombTicking => 0x2990
10:58:35 [INFO] Found netvar: m_bBombDefused => 0x29C0
10:58:35 [INFO] Found netvar: m_flC4Blow => 0x29A0
10:58:35 [INFO] Found netvar: m_hBombDefuser => 0x29C4
10:58:35 [INFO] Found netvar: m_flTimerLength => 0x29A4
10:58:35 [INFO] Found netvar: m_flDefuseLength => 0x29B8
10:58:35 [INFO] Found netvar: m_flDefuseCountDown => 0x29BC
10:58:35 [INFO] Found netvar: m_nBombSite => 0x2994
10:58:35 [INFO] Found netvar: cs_gamerules_data => 0x0
10:58:35 [INFO] Found netvar: m_SurvivalRules => 0xD00
10:58:35 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
10:58:35 [INFO] Found netvar: m_bIsValveDS => 0x7C
10:58:35 [INFO] Found netvar: m_bFreezePeriod => 0x20
10:58:35 [INFO] Found netvar: m_bBombPlanted => 0x9A5
10:58:35 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
10:58:35 [INFO] Found netvar: m_flSimulationTime => 0x268
10:58:35 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x9ADC
10:58:35 [INFO] Found netvar: m_angEyeAnglesX => 0x117D0
10:58:35 [INFO] Found netvar: m_angEyeAnglesY => 0x117D4
10:58:35 [INFO] Found netvar: m_flNextAttack => 0x2D80
10:58:35 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
10:58:35 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28C0
10:58:35 [INFO] Found netvar: m_bStartedArming => 0x3400
10:58:35 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
10:58:35 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
10:58:35 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
10:58:35 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
10:58:35 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
10:58:35 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
10:58:35 [INFO] Found netvar: m_nViewModelIndex => 0x29D0
10:58:35 [INFO] Finished netvar scanning: 93/93 items successful
11:40:22 [INFO] Opening target process: csgo.exe
11:40:22 [INFO] Starting signature scanning: 57 items
11:40:22 [INFO] Found signature: dwClientState => 0x58BFDC
11:40:22 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
11:40:22 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
11:40:22 [INFO] Found signature: dwClientState_Map => 0x28C
11:40:22 [INFO] Found signature: dwClientState_MapDirectory => 0x188
11:40:22 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
11:40:22 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
11:40:22 [INFO] Found signature: dwClientState_State => 0x108
11:40:22 [INFO] Found signature: dwClientState_ViewAngles => 0x4D90
11:40:22 [INFO] Found signature: clientstate_delta_ticks => 0x174
11:40:22 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
11:40:22 [INFO] Found signature: clientstate_choked_commands => 0x4D30
11:40:22 [INFO] Found signature: clientstate_net_channel => 0x9C
11:40:22 [INFO] Found signature: dwEntityList => 0x4DD7B1C
11:40:22 [INFO] Found signature: dwForceAttack => 0x3207FDC
11:40:22 [INFO] Found signature: dwForceAttack2 => 0x3207FE8
11:40:22 [INFO] Found signature: dwForceBackward => 0x3208024
11:40:22 [INFO] Found signature: dwForceForward => 0x3208018
11:40:22 [INFO] Found signature: dwForceJump => 0x5281A64
11:40:22 [INFO] Found signature: dwForceLeft => 0x3208030
11:40:22 [INFO] Found signature: dwForceRight => 0x320803C
11:40:22 [INFO] Found signature: dwGameDir => 0x62A900
11:40:22 [INFO] Found signature: dwGameRulesProxy => 0x52F528C
11:40:22 [INFO] Found signature: dwGetAllClasses => 0xDE5DAC
11:40:22 [INFO] Found signature: dwGlobalVars => 0x58BCE0
11:40:22 [INFO] Found signature: dwGlowObjectManager => 0x5320758
11:40:22 [INFO] Found signature: dwInput => 0x52290F0
11:40:22 [INFO] Found signature: dwInterfaceLinkList => 0x96BD44
11:40:22 [INFO] Found signature: dwLocalPlayer => 0xDBB5CC
11:40:22 [INFO] Found signature: dwMouseEnable => 0xDC12D8
11:40:22 [INFO] Found signature: dwMouseEnablePtr => 0xDC12A8
11:40:22 [INFO] Found signature: dwPlayerResource => 0x3206380
11:40:22 [INFO] Found signature: dwRadarBase => 0x520C894
11:40:22 [INFO] Found signature: dwSensitivity => 0xDC1174
11:40:22 [INFO] Found signature: dwSensitivityPtr => 0xDC1148
11:40:22 [INFO] Found signature: dwSetClanTag => 0x8A320
11:40:22 [INFO] Found signature: dwViewMatrix => 0x4DC9434
11:40:22 [INFO] Found signature: dwWeaponTable => 0x5229BB4
11:40:22 [INFO] Found signature: dwWeaponTableIndex => 0x326C
11:40:22 [INFO] Found signature: dwYawPtr => 0xDC0F38
11:40:22 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xDC7720
11:40:22 [INFO] Found signature: dwbSendPackets => 0xD81F2
11:40:22 [INFO] Found signature: dwppDirect3DDevice9 => 0xA5050
11:40:22 [INFO] Found signature: m_pStudioHdr => 0x2950
11:40:22 [INFO] Found signature: m_yawClassPtr => 0xDC0F38
11:40:22 [INFO] Found signature: m_pitchClassPtr => 0x520CB30
11:40:22 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
11:40:22 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
11:40:22 [INFO] Found signature: m_bDormant => 0xED
11:40:22 [INFO] Found signature: model_ambient_min => 0x58F054
11:40:22 [INFO] Found signature: set_abs_angles => 0x1E5990
11:40:22 [INFO] Found signature: set_abs_origin => 0x1E57D0
11:40:22 [INFO] Found signature: is_c4_owner => 0x3CA470
11:40:22 [INFO] Found signature: force_update_spectator_glow => 0x3BD3FA
11:40:22 [INFO] Found signature: anim_overlays => 0x2990
11:40:22 [INFO] Found signature: m_flSpawnTime => 0x103C0
11:40:22 [INFO] Found signature: find_hud_element => 0x2F3B55B0
11:40:22 [INFO] Finished signature scanning: 57/57 items successful
11:40:22 [INFO] Starting netvar scanning: 93 items
11:40:22 [INFO] Found netvar: m_ArmorValue => 0x117CC
11:40:22 [INFO] Found netvar: m_Collision => 0x320
11:40:22 [INFO] Found netvar: m_CollisionGroup => 0x474
11:40:22 [INFO] Found netvar: m_Local => 0x2FCC
11:40:22 [INFO] Found netvar: m_MoveType => 0x25B
11:40:22 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31D4
11:40:22 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31D0
11:40:22 [INFO] Found netvar: m_aimPunchAngle => 0x303C
11:40:22 [INFO] Found netvar: m_aimPunchAngleVel => 0x3048
11:40:22 [INFO] Found netvar: m_bGunGameImmunity => 0x9990
11:40:22 [INFO] Found netvar: m_bHasDefuser => 0x117DC
11:40:22 [INFO] Found netvar: m_bHasHelmet => 0x117C0
11:40:22 [INFO] Found netvar: m_bInReload => 0x3248
11:40:22 [INFO] Found netvar: m_bIsDefusing => 0x997C
11:40:22 [INFO] Found netvar: m_bIsScoped => 0x9974
11:40:22 [INFO] Found netvar: m_bSpotted => 0x93D
11:40:22 [INFO] Found netvar: m_bSpottedByMask => 0x980
11:40:22 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
11:40:22 [INFO] Found netvar: m_fAccuracyPenalty => 0x3340
11:40:22 [INFO] Found netvar: m_fFlags => 0x104
11:40:22 [INFO] Found netvar: m_hViewModel => 0x3308
11:40:22 [INFO] Found netvar: m_flFallbackWear => 0x31E0
11:40:22 [INFO] Found netvar: m_flFlashDuration => 0x10470
11:40:22 [INFO] Found netvar: m_flFlashMaxAlpha => 0x1046C
11:40:22 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3248
11:40:22 [INFO] Found netvar: m_hActiveWeapon => 0x2F08
11:40:22 [INFO] Found netvar: m_hMyWeapons => 0x2F08
11:40:22 [INFO] Found netvar: m_hObserverTarget => 0x339C
11:40:22 [INFO] Found netvar: m_hOwner => 0x29DC
11:40:22 [INFO] Found netvar: m_hOwnerEntity => 0x14C
11:40:22 [INFO] Found netvar: m_iAccountID => 0x2FD8
11:40:22 [INFO] Found netvar: m_iClip1 => 0x3274
11:40:22 [INFO] Found netvar: m_zoomLevel => 0x33E0
11:40:22 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
11:40:22 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
11:40:22 [INFO] Found netvar: m_iCrosshairId => 0x117DC
11:40:22 [INFO] Found netvar: m_iEntityQuality => 0x2FBC
11:40:22 [INFO] Found netvar: m_iFOVStart => 0x31F8
11:40:22 [INFO] Found netvar: m_iGlowIndex => 0x10470
11:40:22 [INFO] Found netvar: m_iHealth => 0x100
11:40:22 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FBA
11:40:22 [INFO] Found netvar: m_iItemIDHigh => 0x2FD0
11:40:22 [INFO] Found netvar: m_iObserverMode => 0x3388
11:40:22 [INFO] Found netvar: m_iShotsFired => 0x103E0
11:40:22 [INFO] Found netvar: m_iState => 0x3268
11:40:22 [INFO] Found netvar: m_iTeamNum => 0xF4
11:40:22 [INFO] Found netvar: m_lifeState => 0x25F
11:40:22 [INFO] Found netvar: m_nFallbackPaintKit => 0x31D8
11:40:22 [INFO] Found netvar: m_nFallbackSeed => 0x31DC
11:40:22 [INFO] Found netvar: m_nFallbackStatTrak => 0x31E4
11:40:22 [INFO] Found netvar: m_iDefaultFOV => 0x333C
11:40:22 [INFO] Found netvar: m_iFOV => 0x31F4
11:40:22 [INFO] Found netvar: m_nForceBone => 0x268C
11:40:22 [INFO] Found netvar: m_nTickBase => 0x3440
11:40:22 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
11:40:22 [INFO] Found netvar: m_szCustomName => 0x304C
11:40:22 [INFO] Found netvar: m_szLastPlaceName => 0x35C4
11:40:22 [INFO] Found netvar: m_vecOrigin => 0x138
11:40:22 [INFO] Found netvar: m_vecVelocity => 0x114
11:40:22 [INFO] Found netvar: m_vecViewOffset => 0x108
11:40:22 [INFO] Found netvar: m_viewPunchAngle => 0x3030
11:40:22 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31E4
11:40:22 [INFO] Found netvar: m_clrRender => 0x70
11:40:22 [INFO] Found netvar: m_bBombTicking => 0x2990
11:40:22 [INFO] Found netvar: m_bBombDefused => 0x29C0
11:40:22 [INFO] Found netvar: m_flC4Blow => 0x29A0
11:40:22 [INFO] Found netvar: m_hBombDefuser => 0x29C4
11:40:22 [INFO] Found netvar: m_flTimerLength => 0x29A4
11:40:22 [INFO] Found netvar: m_flDefuseLength => 0x29B8
11:40:22 [INFO] Found netvar: m_flDefuseCountDown => 0x29BC
11:40:22 [INFO] Found netvar: m_nBombSite => 0x2994
11:40:22 [INFO] Found netvar: cs_gamerules_data => 0x0
11:40:22 [INFO] Found netvar: m_SurvivalRules => 0xD00
11:40:22 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
11:40:22 [INFO] Found netvar: m_bIsValveDS => 0x7C
11:40:22 [INFO] Found netvar: m_bFreezePeriod => 0x20
11:40:22 [INFO] Found netvar: m_bBombPlanted => 0x9A5
11:40:22 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
11:40:22 [INFO] Found netvar: m_flSimulationTime => 0x268
11:40:22 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x9ADC
11:40:22 [INFO] Found netvar: m_angEyeAnglesX => 0x117D0
11:40:22 [INFO] Found netvar: m_angEyeAnglesY => 0x117D4
11:40:22 [INFO] Found netvar: m_flNextAttack => 0x2D80
11:40:22 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
11:40:22 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28C0
11:40:22 [INFO] Found netvar: m_bStartedArming => 0x3400
11:40:22 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
